@RELATION iris

@ATTRIBUTE Text STRING
@ATTRIBUTE class {0,1}

@DATA
'מלון מקסים במיקום מעולה   שירות נהדר כולל המלצות על מסעדות ומקומות בילוי  מומלץ מאוד' ,1
'מיקום מעולה שירות מצויין מהצוות  מענה מהיר ואדיבהדירה מאובזרת בצורה טובה תמורה מצויינת לכסף' ,1
'מיקום המלון מצויין' ,1
'מקום כלל לא נעים' ,0
'המיקום מצוין החדר נקי מאוד ומרווח וגם העיצוב נעים השירות היה טוב מהיר ואדיב התמורה שווה את המחיר' ,1
'המיטה הכי גרועה שישנתי עליה בחיים שלי מרגישים את כל הקפיצים תקועים בגב וקמתי בבוקר שכל הגוף תפוס בנוסף במרפסת היו תקועים 3 מנועים מכוערים של מזגנים וגם החדר עצמו די מכוער' ,0
'ארוחת בוקר נחמדה וצוות באמת מקסים  מיקום ניקיון צוות  הכול היה מעולה  מלון מומלץ מכל הבחינות' ,1
'הם מאוד נהנו מהמקום אמרו שהעיצוב יפה ושהכל נקי' ,1
'מארחים אדיבים שירות מצוין יחס חם  חדר קטן ואינטימי אך אווירה חמה ונעימה ניקיון ברמה גבוהה ריח טוב מיטה נוחה לא חסר שום דבר המיקום היה מעולה בהחלט נחזור' ,1
'ארוחה טובה צוות אדיב מיקום טוב קרוב לקניונים' ,1
'מיקום מנצח צוות נחמד מאד ארוחת בוקר עשירה' ,1
'מיקום מעולה קרוב לכל מרכזי הקניות  חדרים גדולים ומרווחים מתקני מטבח נוחים' ,1
'המעליות קצת איטיות הכספת בחדר עושה בעיות' ,0
'בריכה ממש נחמדה חדרים נקיים מאוד מתאים לשהייה של לילה בין טיסות תמורה נהדרת למחיר' ,1
'הבריכה מוזנחת   מיטה מזעזעת מזרון עייף שקענו עד הקומה למטה' ,0
'מאד נקי חדר מרווח ארוחת בוקר פשוטה בסה"כ תמורה טובה למחיר' ,1
'מלון במחיר משתלם מאוד  מי שמחפש להעביר לילה לפני טיסה בבנקוק זה המקום הנכון שאטלים הלוך וחזור מהשדה כל חצי שעה במהלך כל היום' ,1
'מזוהם ציוד ישן ומתפורר יחס מגעיל' ,0
'ארוחת בוקר טובה  צוות מקסים יחס נהדר שירות אדיב' ,1
'דרים מלוכלכים עם קורי עכביש מקלחת ישנה חדרים שזקוקים בדחיפות לשיפוץ ארוחת בוקר ממש לא מזמינה בחדרון מלוכלך' ,0
'חדרים מרווחים יחסית חדישים היינו בסוויטה נוחה ומצוידת מקלחת נהדרת המיטה נוחה הביאו לנו גם מיטת תינוק מצוינת' ,1
'מלון מושלם צוות נהדר חדרים מרוהטים כמו שצריך מרוצה מאוד' ,1
'מאוד נותן תחושת רוגע וחמימות    המקום נקי ומצוחצח מרגישים ומריחים איך שנכנסים  ישנה קומה שלמה של פינוקים חופשיים   בקיצור מדהים וכל כך שווה את המחיר תבואו' ,1
'חדשים חדשים ונקיים צוות אדיב אוכל ושתייה חופשיים' ,1
'מקום האירוח היה מקסים מקום מעולה קרוב לקווסאן אך בסימטה שקטה המארחים אדיבים ונחמדים מאוד המקום מציע קומה שלמה של סלון פינת ישיבה מפנקת עם כיבוד' ,1
'מלון מדהים צוות אדיב ועוזר בכל דבר בשמחה ובאדיבות המבנה חדש ורמת הנקיון גבוהה במלון קומה עם נשנושים מים וגיבטד קל חופשי נהנינו מאוד הרבה יותר מבמלונות יוקרתיים אחרים מומלץ בחום' ,1
'המזגן לא עבד ומברז המים החמים לא יצאו כלל מים החדר הבא הסריח מביוב ובתקרה שמעל המיטה ספוגה במים ועובש  חדר מס 4 אה כבר התייאשנו' ,0
'המזגן לא היה מסוגל להכיל את הקור הירושלמיכך שהיה קר יחסית בחדר וריח ביוב בחדר האמבטיה' ,0
'המקלחת קטנה ולאחר הפעלת מים היה ריח של ביוב היה קר מאוד והמזגן לא באמת מצליח לחמם את החדר בצורה מהירה' ,0
'הזמנו חדר דלוקס לא ברור מה מגדיר אותו ככזה למעט מיטה זוגית במקום מיטות מחוברות שכן הוא היה קטן על גבול הקלסטרופובי ללא מרפסת עם מקלחת מתפרקת' ,0
'מושלם מלון חדש ונקי חדר נעים ומואר מעוצב בקפידה מיטה מפנקת קומה של פינת ישיבה וכיבוד חופשי זמינה 247 צוות מקסים והגון אפשרות לשמירת חפצים בחינם' ,1
'מארחים אדיביםחדר מרווח ומאובזר מזגן מעולה מיטה נוחה ובקומה השנייה יש אזור עם מרפסת לנהר עם שתייה ואוכל חופשית מומלץ ביותר כ10 דקות הליכה לקוואסן  מלון נקי ומסודר' ,1
'מלון ברמה גבוהה מאוד הצוות של המלון מאוד נחמד ועושה את כל מה שהוא יכול לעזור מאוד מאוד נקי' ,1
'נקישקטאוכל קל ושתייה קלה וחמה חינם ליד החדר שזה טירוף תפר לנו את הארוחות בוקר' ,1
'רמה גבוהה מאוד של שירות הכל מאוד נקי   מצוין שאין ארוחת בוקר אך יש קומה שלמה של אוכל חופשי   מקום מדהים ושקט' ,1
'הנוף מהחדר הוא אתר בניה עם הרעש הנלווה להתקלח היתה חוויה מאתגרת שכן הדוש לא נתלה במקום המיועד לו זרם המים נחלש לזרזיף אם פותחים עוד ברז במקביל טמפ׳ המים מתנודדת מקפוא ללוהט ללא סיבה נראית לעין ובסוף מקבלים גם הצפה כי המקלחון לא אטום' ,0
'החדר לא תאם את הצילומים המופיעים באתר קטן מאוד מדרגה צמודה למיטה מקלחת פיצפונת קיר מהחדר הוא ויטרינה גדולה צמודה לרחוב ולרעשיו רמת ניקיון טעונה שיפור' ,0
'החדר מלוכלך מזכיר שהייה במקלטרעש בלתי נסבל משעה 0700 בעקבות בנייההשירות מחפיר' ,0
'קמנו בשעה 0700 לצלילי דחפורים ובנייה שהיתה בסמוךביקשנו להחליף חדר או לקבל מענה כל שהוא הבעלים שלח לנו את העובד תחזוקה שלו ואמר שאין מה לעשות בנידון' ,0
'אין מים חמים אטמור של פעם מלון ישן מאד חלק מהארונות שבורים ריהוט ישן ובכלל מזכיר מחסן שהוסב למלון' ,0
'המיקום נהדר  צוות מקסים המתאמץ להנעים את השהייהפינת חמד המשרה אוירה נעימהמיטה נוחה  תמורה מלאה' ,1
'קרבה לשדה התעופה  ניתן לקבל שירותי העברה מהמלון  בר על גג המלון עם נוף לעיר ואווירה מקסימה' ,1
'צוות אדיב וזמין לעזרה ושירות עם חיוך הקשבה וביצוע  מחיר הוגן' ,1
'מלון קרוב לשדה תעופה נקי וחברים מרווחים ונעימים ארוחת בוקר טובה מאוד' ,1
'קרוב מאוד לשדה התעופה מארחים מצוינים חדרים גדולים ונקי מאוד מאוד' ,1
'החדר היה פשוט מאוד אין אמבט רק מקלחת בצמוד לשירותים עם הפרדה של וילון בלבד במסדרונות המלון יש ריח לא נעים רעש הכביש הצמוד למלון נשמע בחדר' ,0
'המלון נוח ויפה מאוד יש בריכה יפה חדר כושר והצוות אדיב מאוד' ,1
'לאחר הזלזול והחוסר מענה ביקשנו החזר כספי או פיצוי קיבלנו סירוב ע"י העובד תחזוקה' ,0
'החלטנו לעזוב את המלון ביציאה מהמלון הבעלים לא התייחס אלינו ושוב שלח את עובד התחזוקה לרכבנו כדי להתנצלמקום מזעזע יקר יחסית ושירות עד כדי מחפיר שהבעלים לא מוכן להתייחס' ,0
'בנוסף בליל שבת לא היה אף עובד בקבלה המזגן לא נדלק לנו ורצינו עוד שמיכה ולא היה עם מי לדבר' ,0
'התאורה בחדר לא מספיקה ונאלצתי לבקש עוד מנורה אין שולחן כתיבה אין מספיק שקעי חשמל ובסופו של דבר נאלצתי לקנות כבל מאריך עם תוספת שקעים האינטרנט לטעמי לא מספיק מהיר הסוויטה בקומה שנייה ללא מעלית וקצת היה קשה לנו במיוחד עם הילד הקטן לא נגיש לבעלי מוגבלויות' ,0
'מיקום מצויין קרוב לכל האתרים המרכזיים של העיר מבנה מודרני ואיכותי צוות מקסים ונכון לסייע בכל דבר פעוט כגדול מסעדה מצויינת בריכה נחמדה הסוויטה גדולה ומפוארת עם כל מה שצריך לנופש' ,1
'מיקום מרכזי צוות מדהים בריכה נחמדה ארוחת בוקר טובה חדרים מצויינים מומלץ' ,1
'המון יתושים אפילו בחדר היה ממש לא נעים לישון עם מלא יתושים המזרון לא נוח' ,0
'השירות היה מזעזע החדרים מעט ישנים והמחיר גבוה' ,0
'במהלך השהות שלנו  כשבוע היינו מאוד מרוצים מהכל    החדר מרווח ומאוד נעים המלון מאוד שקט במשך היום והבריכה הייתה ממש פרטית שלנו רב הזמן  והצוות פשוט מקסים מאוד שמחות לעזור   מומלץ' ,1
'נקי מאוד  אנשים לבביים ועוזרים  מיקום שקט ונחמד במרחק הליכה קצר משוק הלילה' ,1
